iteration,time,error
236,0.410006,0.000626093
237,0.411401,0.000506202
238,0.412943,0.00089224
239,0.414417,0.000431697
240,0.415978,0.000686313
241,0.41754,0.000489224
242,0.418989,0.000569782
243,0.4204,0.00059303
244,0.42183,0.000560059
245,0.423207,0.000479813
246,0.424705,0.000492263
247,0.426107,0.0006015
248,0.427629,0.000496431
249,0.429127,0.000568785
250,0.430502,0.000518473
251,0.431917,0.000485174
252,0.433296,0.000546761
253,0.434718,0.000597714
254,0.436238,0.000474894
255,0.437622,0.000514002
256,0.439063,0.00062831
257,0.440492,0.00049062
258,0.441865,0.000522998
259,0.443295,0.000510756
260,0.444625,0.000499449
261,0.446067,0.000481614
262,0.447608,0.000488938
263,0.449282,0.00072689
264,0.45071,0.00039718
265,0.452141,0.000568763
266,0.453585,0.000463918
267,0.454964,0.000483018
268,0.456286,0.000514681
269,0.457819,0.000455348
270,0.4596,0.000475309
271,0.461229,0.000494247
272,0.462704,0.000492715
273,0.464356,0.000463296
274,0.465945,0.000500286
275,0.467445,0.000543266
276,0.468945,0.00042016
277,0.470541,0.000677129
278,0.472155,0.000400135
279,0.473743,0.00069614
280,0.475252,0.000399126
281,0.476816,0.000540794
282,0.478584,0.000471707
283,0.480921,0.000447259
284,0.482597,0.000486129
285,0.484132,0.000428687
286,0.485905,0.000469375
287,0.488243,0.000451143
288,0.49038,0.000426627
289,0.492061,0.000478738
290,0.493595,0.00044674
291,0.495162,0.000450365
292,0.499159,0.000442799
293,0.502919,0.000439566
294,0.506314,0.000397513
295,0.510547,0.000654858
296,0.514242,0.000389325
297,0.518886,0.000567441
298,0.523938,0.000386743
299,0.527853,0.000526361
300,0.5315,0.000391718
301,0.535019,0.000534813
302,0.537974,0.000377878
303,0.54096,0.000484893
304,0.543762,0.000379787
305,0.545935,0.000451112
306,0.549077,0.000393076
307,0.551026,0.000542969
308,0.552833,0.000421302
309,0.556456,0.000471414
310,0.560253,0.000380805
311,0.563752,0.00037214
312,0.56697,0.000559833
313,0.571688,0.000430221
314,0.575403,0.000451544
315,0.580439,0.0003912
316,0.585386,0.000367905
317,0.58914,0.00038003
318,0.590919,0.000372614
319,0.592585,0.000384037
320,0.5941,0.000445411
321,0.595942,0.000383886
322,0.597424,0.000524422
323,0.598956,0.000371556
324,0.600382,0.000485865
325,0.601773,0.000391068
326,0.60323,0.000441352
327,0.604592,0.000390751
328,0.606067,0.00037429
329,0.607677,0.000446134
330,0.60967,0.000381951
331,0.611959,0.000405726
332,0.613971,0.000348782
333,0.615631,0.000499885
334,0.617212,0.000378462
335,0.618791,0.000526398
336,0.620288,0.000360365
337,0.621841,0.000393266
338,0.623186,0.000359237
339,0.624565,0.000398946
340,0.625906,0.000380923
341,0.627312,0.000374734
342,0.628632,0.0005195
343,0.629939,0.000340829
344,0.631408,0.000404117
345,0.633062,0.000379054
346,0.635189,0.000326518
347,0.636715,0.000479386
348,0.638234,0.000326972
349,0.64068,0.000376602
350,0.642778,0.000360656
351,0.644811,0.000454139
352,0.646372,0.00033443
353,0.647916,0.000442946
354,0.649445,0.000324543
355,0.65104,0.000445303
356,0.65265,0.000357969
357,0.654217,0.000374089
358,0.655759,0.000406101
359,0.657223,0.000331035
360,0.658706,0.000448108
361,0.660419,0.000292362
362,0.662304,0.00040014
363,0.664389,0.000308732
364,0.665949,0.000409904
365,0.667529,0.000344958
366,0.669069,0.000361045
367,0.670411,0.000359291
368,0.671857,0.000387569
369,0.673527,0.000359265
370,0.675232,0.000335585
371,0.676781,0.000371677
372,0.678345,0.000373416
373,0.679935,0.000333546
374,0.681414,0.000381375
375,0.682902,0.000340309
376,0.684367,0.000355501
377,0.685537,0.000408543
378,0.686872,0.000312424
379,0.688272,0.000380112
380,0.689526,0.000304951
381,0.690844,0.000340041
382,0.692463,0.000330177
383,0.69386,0.000415887
384,0.695545,0.000317596
385,0.697009,0.000298327
386,0.698499,0.000353507
387,0.70006,0.000337956
388,0.701938,0.000382649
389,0.704297,0.000356748
390,0.70576,0.000312463
391,0.70774,0.000313762
392,0.711263,0.000365788
393,0.714696,0.000339501
394,0.717502,0.000305474
395,0.720888,0.000341946
396,0.72436,0.000373752
397,0.727899,0.000315609
398,0.731215,0.000292648
399,0.734315,0.000369445
400,0.737195,0.000294667
401,0.739954,0.000437479
402,0.742459,0.000300748
403,0.744987,0.000427012
404,0.747307,0.000269899
405,0.749231,0.000290363
406,0.751143,0.000347101
407,0.75307,0.0002857
408,0.75487,0.000327205
409,0.757308,0.000305839
410,0.758902,0.000378541
411,0.760409,0.000300319
412,0.761855,0.000369509
413,0.763925,0.000290292
414,0.766156,0.00032614
415,0.768186,0.000316051
416,0.769731,0.000304637
417,0.771245,0.00031977
418,0.772782,0.000299807
419,0.774292,0.000311385
420,0.775889,0.000269757
421,0.777365,0.000342585
422,0.778979,0.000275029
423,0.780551,0.00037197
424,0.782036,0.00028231
425,0.783623,0.000420208
426,0.785292,0.000320072
427,0.78748,0.000274825
428,0.789238,0.000439407
429,0.79091,0.000273652
430,0.792343,0.00028426
431,0.793818,0.000291192
432,0.795295,0.000287317
433,0.796721,0.000297393
434,0.798237,0.000329491
435,0.801311,0.000284334
436,0.804959,0.000485363
437,0.808813,0.000242736
438,0.812568,0.000323518
439,0.816552,0.000316483
440,0.820471,0.000302783
441,0.824149,0.000319653
442,0.829498,0.000258484
443,0.832207,0.000300283
444,0.834005,0.000316262
445,0.836168,0.000258929
446,0.838316,0.000359321
447,0.840132,0.00026732
448,0.841718,0.000285022
449,0.843396,0.000325389
450,0.844971,0.000264588
451,0.846538,0.000468998
452,0.847959,0.000227548
453,0.849527,0.000344291
454,0.851216,0.00026705
455,0.852665,0.000289197
456,0.854088,0.000301667
457,0.855571,0.000255107
458,0.856998,0.000304281
459,0.858468,0.000282825
460,0.860104,0.00026472
461,0.861663,0.000266413
462,0.863225,0.000346133
463,0.864794,0.000293954
464,0.866289,0.000268375
465,0.86783,0.00026572
466,0.869323,0.000296583
467,0.870826,0.000247306
468,0.872401,0.000448657
469,0.873715,0.000224825
470,0.875163,0.00030716
471,0.8765,0.000265911
472,0.878033,0.000285911
473,0.879963,0.000262576
474,0.881686,0.000333512
475,0.883225,0.00025399
476,0.884763,0.000265428
477,0.886269,0.00030161
478,0.88887,0.000247771
479,0.891069,0.000325692
480,0.89285,0.000244819
481,0.894436,0.000287255
482,0.896042,0.000246758
483,0.897525,0.000227307
484,0.899129,0.000285468
485,0.900703,0.000250763
486,0.902261,0.000352252
487,0.903819,0.000222963
488,0.905138,0.00028732
489,0.906574,0.000237475
490,0.908018,0.000303747
491,0.90949,0.000261209
492,0.911289,0.000322514
493,0.913284,0.000241983
494,0.914756,0.000234504
495,0.916293,0.000332825
496,0.917939,0.000236228
497,0.920398,0.000293671
498,0.922312,0.000250486
499,0.924338,0.000249566
500,0.925895,0.000241444
501,0.927442,0.000332163
502,0.928994,0.000229948
503,0.930534,0.000264627
504,0.932161,0.000256508
505,0.933639,0.000274175
506,0.935207,0.000248015
507,0.936637,0.000246488
508,0.938179,0.000279083
509,0.939621,0.000280521
510,0.941313,0.000231134
511,0.943508,0.000266031
512,0.945288,0.00026678
513,0.946815,0.000252899
514,0.948341,0.000222047
515,0.950062,0.000335058
516,0.952567,0.000219309
517,0.954656,0.000315535
518,0.956314,0.000216846
519,0.957839,0.000375678
520,0.959371,0.000232494
521,0.960959,0.00026473
522,0.962495,0.000235817
523,0.964043,0.000269413
524,0.965627,0.000213869
525,0.967267,0.000364326
526,0.968787,0.0002262
527,0.970352,0.000245291
528,0.971856,0.000244819
529,0.973729,0.000251594
530,0.975784,0.000223035
531,0.977373,0.000262958
532,0.978807,0.00024474
533,0.981407,0.000218647
534,0.983498,0.000227063
535,0.984989,0.000238352
536,0.986443,0.00023383
537,0.987892,0.000311274
538,0.989045,0.000217579
539,0.990385,0.000311548
540,0.991797,0.000215976
541,0.993223,0.000281137
542,0.994663,0.00024543
543,0.996085,0.000238689
544,0.997495,0.000243414
545,0.998926,0.000225771
546,1.00032,0.000214031
547,1.00174,0.000227192
548,1.00346,0.000224911
549,1.00508,0.00026242
550,1.0066,0.000250701
551,1.00803,0.000219599
552,1.00946,0.000274347
553,1.0109,0.000222574
554,1.01238,0.000227577
555,1.01413,0.000227621
556,1.01592,0.000374541
557,1.01743,0.000190277
558,1.01897,0.000238712
559,1.02045,0.000237355
560,1.02197,0.00021125
561,1.0235,0.000278307
562,1.02505,0.000210514
563,1.02651,0.000373614
564,1.02811,0.000180457
565,1.0296,0.00024468
566,1.0312,0.000226534
567,1.03322,0.000214225
568,1.03546,0.00022567
569,1.037,0.000215126
570,1.03855,0.000229904
571,1.04006,0.000213423
572,1.04222,0.000247462
573,1.04435,0.000198078
574,1.04623,0.000275082
575,1.04788,0.000206618
576,1.04943,0.000266896
577,1.05103,0.000201738
578,1.05254,0.000321497
579,1.05408,0.000193157
580,1.05561,0.000248378
581,1.05714,0.000230182
582,1.05864,0.000256205
583,1.06023,0.000200412
584,1.06167,0.000192875
585,1.0634,0.000208186
586,1.06705,0.000211789
587,1.07058,0.000221092
588,1.07567,0.000245826
589,1.08037,0.000215322
590,1.08425,0.000228755
591,1.088,0.000207964
592,1.09157,0.000193805
593,1.0953,0.000298441
594,1.09917,0.00020703
595,1.10301,0.000241985
596,1.10801,0.000221751
597,1.11142,0.000279938
598,1.1139,0.000188573
599,1.11616,0.000217864
600,1.11826,0.000189345
601,1.11992,0.000207344
602,1.12141,0.000250044
603,1.12305,0.000210532
604,1.12464,0.000222927
605,1.1261,0.000199346
606,1.12812,0.000203673
607,1.13012,0.000229239
608,1.13162,0.000223539
609,1.13315,0.000192857
610,1.13509,0.000218025
611,1.13726,0.00021223
612,1.13948,0.000220477
613,1.14103,0.000210341
614,1.14261,0.000221438
615,1.14418,0.000197435
616,1.14567,0.000196058
617,1.14726,0.000211662
618,1.14872,0.000253628
619,1.15029,0.000206716
620,1.15192,0.000231923
621,1.15342,0.000178044
622,1.15485,0.00022078
623,1.15658,0.000237798
624,1.15872,0.000196028
625,1.16038,0.000177012
626,1.16196,0.00020938
627,1.16355,0.000196257
628,1.16549,0.000189411
629,1.16781,0.000204263
630,1.16976,0.000215923
631,1.1716,0.000206888
632,1.1732,0.000204609
633,1.17476,0.000203164
634,1.1774,0.000268614
635,1.1791,0.000172028
636,1.18061,0.000227354
637,1.18212,0.000176601
638,1.18366,0.000228018
639,1.18519,0.000189481
640,1.1867,0.000191608
641,1.18877,0.000189759
642,1.19079,0.000263888
643,1.19236,0.000175046
644,1.19392,0.000250671
645,1.19602,0.000194535
646,1.19822,0.000222505
647,1.20018,0.000185431
648,1.20154,0.000218612
649,1.20298,0.00021933
650,1.2044,0.000198821
651,1.20585,0.000189103
652,1.20726,0.000258778
653,1.20866,0.000161511
654,1.21005,0.000173514
655,1.21147,0.000188087
656,1.21304,0.000227404
657,1.21444,0.000178683
658,1.21595,0.000199892
659,1.21736,0.000159187
660,1.2189,0.000225077
661,1.22048,0.000185148
662,1.22189,0.000303476
663,1.22331,0.000169561
664,1.22472,0.000184416
665,1.22613,0.000188477
666,1.22755,0.000186931
667,1.22894,0.000188348
668,1.23168,0.000192967
669,1.23481,0.000225033
670,1.2379,0.000190865
671,1.24063,0.000195216
672,1.24413,0.000176999
673,1.24756,0.000180362
674,1.25172,0.000199948
675,1.25549,0.000176823
676,1.26009,0.000247433
677,1.26454,0.000183044
678,1.26845,0.00018103
679,1.27209,0.000204823
680,1.27563,0.0001797
681,1.27904,0.000269629
682,1.2831,0.000170668
683,1.28611,0.000216587
684,1.2902,0.000166259
685,1.29334,0.000218881
686,1.29545,0.000205673
687,1.29725,0.000196876
688,1.299,0.000164511
689,1.30127,0.000242698
690,1.30278,0.000169254
691,1.30431,0.000216369
692,1.30562,0.000166629
693,1.30706,0.000210505
694,1.30851,0.000167762
695,1.30994,0.000181884
696,1.31147,0.000173363
697,1.31279,0.000236355
698,1.31436,0.000188307
699,1.31581,0.000198852
700,1.31726,0.000172872
701,1.31865,0.000177268
702,1.32011,0.000235403
703,1.3216,0.00015107
704,1.32319,0.00029522
705,1.32509,0.000149395
706,1.32867,0.000182568
707,1.33231,0.000186383
708,1.33568,0.000177476
709,1.3375,0.000261797
710,1.33956,0.000161554
711,1.34126,0.000173085
712,1.34258,0.000225667
713,1.34449,0.000162097
714,1.34635,0.000165736
715,1.34785,0.000145739
716,1.34946,0.000189656
717,1.35091,0.000194581
718,1.35233,0.000170602
719,1.35367,0.000194411
720,1.35509,0.000170585
721,1.3567,0.000187635
722,1.35826,0.00015945
723,1.35983,0.000244607
724,1.36141,0.000178382
725,1.36286,0.000177765
726,1.36444,0.000174577
727,1.36589,0.000190903
728,1.36736,0.000170344
729,1.36871,0.000182836
730,1.37013,0.000161571
731,1.37158,0.00029692
732,1.37309,0.000136925
733,1.37468,0.000199235
734,1.37628,0.000178662
735,1.37784,0.000159949
736,1.37935,0.000177092
737,1.38156,0.00016406
738,1.38362,0.000193089
739,1.38557,0.00015732
740,1.38709,0.000263384
741,1.38866,0.00013652
742,1.39024,0.000208575
743,1.3918,0.000169609
744,1.39327,0.000194658
745,1.39479,0.000170246
746,1.39639,0.000166801
747,1.39783,0.000191026
748,1.3994,0.000182967
749,1.40073,0.000138685
750,1.40206,0.000224117
751,1.4036,0.000156348
752,1.40516,0.000235252
753,1.40671,0.000149781
754,1.40824,0.000193907
755,1.40979,0.000158419
756,1.41176,0.000239741
757,1.41413,0.000143878
758,1.41617,0.000206002
759,1.41782,0.00014733
760,1.41937,0.000175153
761,1.42092,0.000144886
762,1.42236,0.000187601
763,1.4238,0.000158825
764,1.4252,0.000230947
765,1.4265,0.000174077
766,1.42771,0.000164807
767,1.42907,0.000180139
768,1.43034,0.000185897
769,1.43163,0.000147245
770,1.43297,0.000182344
771,1.43451,0.000147483
772,1.43606,0.00022232
773,1.43759,0.00014766
774,1.43915,0.000253303
775,1.44074,0.00014
776,1.44263,0.000152426
777,1.44491,0.000252293
778,1.4469,0.000137884
779,1.44858,0.000164742
780,1.45008,0.00017762
781,1.45156,0.000166239
782,1.45306,0.000176595
783,1.45457,0.000152374
784,1.45616,0.000183792
785,1.45765,0.000136508
786,1.4593,0.000163384
787,1.46081,0.000180083
788,1.46238,0.000141828
789,1.46404,0.000255703
790,1.46557,0.000134999
791,1.46695,0.000176782
792,1.46843,0.000181658
793,1.46983,0.000152762
794,1.47134,0.000151855
795,1.47271,0.000170408
796,1.47412,0.000173947
797,1.47555,0.000139747
798,1.47682,0.000251736
799,1.4781,0.000141433
800,1.47949,0.000156314
801,1.48077,0.000161985
802,1.48209,0.000155439
803,1.48347,0.000146079
804,1.48468,0.000227796
805,1.48607,0.000127702
806,1.48735,0.000185699
807,1.48866,0.000171267
808,1.49001,0.000169908
809,1.49149,0.000162541
810,1.49282,0.000145649
811,1.49423,0.000155693
812,1.49577,0.000158415
813,1.49749,0.000149777
814,1.49904,0.000144155
815,1.50071,0.0001675
816,1.50221,0.000155827
817,1.50437,0.000182225
818,1.50695,0.000150911
819,1.50902,0.00018384
820,1.51061,0.00013843
821,1.51211,0.000147907
822,1.51366,0.000139408
823,1.51526,0.000190082
824,1.51682,0.000153196
825,1.51841,0.00017535
826,1.52001,0.000163631
827,1.52156,0.000145951
828,1.5232,0.000149501
829,1.52468,0.000165509
830,1.5264,0.000152198
831,1.52821,0.000139973
832,1.52973,0.000150642
833,1.53133,0.000181069
834,1.53291,0.000160727
835,1.53494,0.000151921
836,1.53728,0.000140081
837,1.53887,0.00014483
838,1.54032,0.000151586
839,1.54184,0.000140639
840,1.5434,0.000160439
841,1.54493,0.000140619
842,1.54639,0.000187543
843,1.54797,0.000147046
844,1.54947,0.000151552
845,1.55095,0.000196187
846,1.55255,0.000130946
847,1.55407,0.000190968
848,1.55565,0.000145981
849,1.55756,0.000162465
850,1.55934,0.000139716
851,1.56089,0.000137837
852,1.56235,0.000244222
853,1.56394,0.000128272
854,1.56594,0.000145455
855,1.5683,0.000128015
856,1.57029,0.000171848
857,1.57195,0.000142982
858,1.57353,0.000145434
859,1.57504,0.000130145
860,1.57651,0.000167297
861,1.578,0.000146065
862,1.57953,0.000131947
863,1.58108,0.000202025
864,1.58259,0.000126103
865,1.58419,0.00015959
866,1.58569,0.000154447
867,1.58726,0.000162941
868,1.58934,0.000155732
869,1.59156,0.000136574
870,1.59311,0.000151557
871,1.59461,0.000145232
872,1.59698,0.000137767
873,1.59914,0.000153585
874,1.60081,0.000129213
875,1.60232,0.000218312
876,1.6039,0.000134777
877,1.60556,0.000155556
878,1.60694,0.000128813
879,1.60833,0.000139425
880,1.60963,0.000143989
881,1.61095,0.000145805
882,1.61228,0.000168604
883,1.61365,0.000124439
884,1.61502,0.000235004
885,1.61642,0.000119633
886,1.61774,0.000166355
887,1.61914,0.000130887
888,1.62055,0.000224959
889,1.62184,0.000118804
890,1.62317,0.00016231
891,1.62449,0.000131032
892,1.62577,0.000139557
893,1.62715,0.000138204
894,1.62855,0.000161467
895,1.62991,0.00012926
896,1.63123,0.000211404
897,1.63258,0.00012092
898,1.63396,0.000155011
899,1.63554,0.000172219
900,1.63712,0.000120296
901,1.63845,0.00013446
902,1.63975,0.000115147
903,1.64107,0.000176243
904,1.64242,0.000137609
905,1.64376,0.000134401
906,1.64512,0.000139902
907,1.6465,0.000143305
908,1.64782,0.000137669
909,1.64913,0.000168122
910,1.65061,0.000124526
911,1.65228,0.000138973
912,1.65389,0.00014263
913,1.65549,0.000129783
914,1.65694,0.000149723
915,1.65895,0.000143299
916,1.66125,0.0001434
917,1.6632,0.000133448
918,1.66481,0.000159714
919,1.66639,0.000136025
920,1.66791,0.000177447
921,1.66938,0.000112824
922,1.67068,0.000199303
923,1.67196,0.000120121
924,1.6733,0.000158338
925,1.67458,0.000146904
926,1.67593,0.000131859
927,1.67725,0.000135974
928,1.67851,0.000122358
929,1.67984,0.00017914
930,1.68133,0.000123495
931,1.68274,0.0001496
932,1.68417,0.000132689
933,1.6857,0.000135055
934,1.68714,0.000130111
935,1.6887,0.000162026
936,1.69108,0.000116242
937,1.69303,0.000159394
938,1.69453,0.000122881
939,1.6959,0.000158854
940,1.69742,0.000127761
941,1.699,0.000145785
942,1.70048,0.000120037
943,1.70195,0.000149585
944,1.70346,0.000141572
945,1.70502,0.000124546
946,1.70652,0.000160479
947,1.70808,0.000125281
948,1.7096,0.000120898
949,1.71126,0.000148406
950,1.71291,0.000135586
951,1.71438,0.000129931
952,1.71571,0.000138451
953,1.71707,0.0001188
954,1.71846,0.000211479
955,1.72003,0.000105607
956,1.72146,0.000156386
957,1.72282,0.000113991
958,1.72426,0.000120079
959,1.72566,0.000133173
960,1.72698,0.000134967
961,1.72851,0.000136305
962,1.73001,0.000126486
963,1.73148,0.000120124
964,1.73297,0.000149636
965,1.73425,0.000126045
966,1.73587,0.000130406
967,1.7372,0.000136133
968,1.73845,0.000172308
969,1.73992,0.000114191
970,1.74114,0.000144722
971,1.74251,0.000113263
972,1.74426,0.00013221
973,1.74684,0.000149824
974,1.74848,0.000139912
975,1.74994,0.000117231
976,1.75215,0.000196396
977,1.75423,0.00010896
978,1.75601,0.000174791
979,1.75727,0.000129436
980,1.75991,0.000110726
981,1.76324,0.000161987
982,1.76672,0.000122624
983,1.77137,0.000151694
984,1.77536,0.000104048
985,1.78065,0.000147718
986,1.78582,0.000122149
987,1.79125,0.000137773
988,1.79431,0.000131018
989,1.79651,0.000123374
990,1.799,0.000130327
991,1.8012,0.00013274
992,1.80301,0.000116441
993,1.80463,0.000126834
994,1.80623,0.000131475
995,1.808,0.000118569
996,1.81051,0.000127646
997,1.8129,0.000153083
998,1.81934,0.000116202
999,1.82437,0.000131299
1000,1.82752,0.000130175
1001,1.83147,0.000143248
1002,1.83507,0.000135565
1003,1.83856,0.000110886
1004,1.84225,0.000161437
1005,1.84625,0.000120546
1006,1.84972,0.00017677
1007,1.85302,0.000105522
1008,1.85518,0.000161899
1009,1.85721,0.000117615
1010,1.8588,0.000126214
1011,1.86025,0.000119759
1012,1.86168,0.000151709
1013,1.8633,0.000117138
1014,1.86482,0.000112198
1015,1.86622,0.000137805
1016,1.86794,0.000121127
1017,1.86959,0.000106397
1018,1.871,0.000199987
1019,1.87242,0.000115358
1020,1.8741,0.000136238
1021,1.87557,0.000124169
1022,1.87701,0.000112121
1023,1.87865,0.000128205
1024,1.88016,0.000121231
1025,1.88159,0.000138286
1026,1.88348,0.000120554
1027,1.88526,0.000160786
1028,1.88676,0.000104133
1029,1.88834,0.000156669
1030,1.88991,0.00011209
1031,1.89145,0.000134952
1032,1.89286,0.000116411
1033,1.89428,0.000165602
1034,1.89591,0.000107283
1035,1.89735,0.000159539
1036,1.89887,0.000106783
1037,1.90059,0.000129112
1038,1.90208,0.000111018
1039,1.90349,0.000130523
1040,1.90491,0.000129776
1041,1.90659,0.000138045
1042,1.90813,0.000114698
1043,1.90977,0.000141035
1044,1.91157,0.000104091
1045,1.91312,0.000131518
1046,1.91533,0.000123213
1047,1.91702,0.000135422
1048,1.91852,0.00011179
1049,1.92009,0.000148424
1050,1.92158,0.000112355
1051,1.9231,0.000119105
1052,1.92444,0.000126857
1053,1.92607,0.000118963
1054,1.92751,0.000114567
1055,1.92902,0.000136243
1056,1.93088,0.000131011
1057,1.93306,0.000109315
1058,1.93464,0.000123291
1059,1.93678,0.000110229
1060,1.93932,0.00016003
1061,1.94141,0.000109819
1062,1.94321,0.000153457
1063,1.94471,0.000114516
1064,1.94614,0.000136055
1065,1.94769,0.000113447
1066,1.94913,0.000110453
1067,1.95051,0.000129842
1068,1.95195,0.000110721
1069,1.9534,0.000119793
1070,1.95481,0.000110796
1071,1.95625,0.000119369
